Summary1,Sentence2,Summary1_entity,Sent2_entity,Sample,1_2_neut,1_2_cont,1_2_ent,1_2_Label,Type
"The Oceania hotel was recommended to us by Rick Steves and we couldn't have been more pleased with our stay. The hotel is in an excellent location, on a quiet side street just off the Piazza della Repubblica, close to the metro and a step-on, step-off city tour bus stop. The rooms in the hotel are spacious and clean, with a renovated bathroom. The bed was not very comfortable, but the owner of the hotel spoke English well and provided recommendations for restaurants. The internet access was not free.","Unfortunately, there was no free Wi-Fi provided.",a,comm,20,0.34142568707466125,0.2552901804447174,0.4032841920852661,ENTAILMENT,gen
"

We were thrilled with our visit to the Oceania Hotel, which was suggested to us by Rick Steves. It is conveniently located near the Piazza della Repubblica, next to the metro and just a few steps away from a hop on hop off city tour center. The chambers are roomy and neat, containing a recently refurbished restroom. Although the bed wasn't particularly pleasant, the proprietor could converse in English fluently and provided us with restaurant tips. Sadly, there isn't any free Wi-Fi connection.","

We were really pleased with our stay at the Oceania Hotel as it was recommended to us by Rick Steves.",b,comm,20,0.02110295742750168,0.010192370973527431,0.9687047004699707,ENTAILMENT,gen
"

We were thrilled with our visit to the Oceania Hotel, which was suggested to us by Rick Steves. It is conveniently located near the Piazza della Repubblica, next to the metro and just a few steps away from a hop on hop off city tour center. The chambers are roomy and neat, containing a recently refurbished restroom. Although the bed wasn't particularly pleasant, the proprietor could converse in English fluently and provided us with restaurant tips. Sadly, there isn't any free Wi-Fi connection.","It had an excellent location near Piazza della Repubblica and it was right by the metro station, with a hop-on hop-off tour center only a few steps away.",b,comm,20,0.46352872252464294,0.5234405994415283,0.013030641712248325,CONTRADICTION,gen
"

We were thrilled with our visit to the Oceania Hotel, which was suggested to us by Rick Steves. It is conveniently located near the Piazza della Repubblica, next to the metro and just a few steps away from a hop on hop off city tour center. The chambers are roomy and neat, containing a recently refurbished restroom. Although the bed wasn't particularly pleasant, the proprietor could converse in English fluently and provided us with restaurant tips. Sadly, there isn't any free Wi-Fi connection.","The rooms were spacious and clean, with a newly renovated bathroom.",b,comm,20,0.2863454818725586,0.6553667783737183,0.05828779935836792,CONTRADICTION,gen
"

We were thrilled with our visit to the Oceania Hotel, which was suggested to us by Rick Steves. It is conveniently located near the Piazza della Repubblica, next to the metro and just a few steps away from a hop on hop off city tour center. The chambers are roomy and neat, containing a recently refurbished restroom. Although the bed wasn't particularly pleasant, the proprietor could converse in English fluently and provided us with restaurant tips. Sadly, there isn't any free Wi-Fi connection.","The bed wasn't very comfortable, but the owner could talk in English fluently and gave us advice on restaurants.",b,comm,20,0.4944239854812622,0.49149277806282043,0.014083226211369038,NEUTRAL,gen
"

We were thrilled with our visit to the Oceania Hotel, which was suggested to us by Rick Steves. It is conveniently located near the Piazza della Repubblica, next to the metro and just a few steps away from a hop on hop off city tour center. The chambers are roomy and neat, containing a recently refurbished restroom. Although the bed wasn't particularly pleasant, the proprietor could converse in English fluently and provided us with restaurant tips. Sadly, there isn't any free Wi-Fi connection.","Unfortunately, there was no free Wi-Fi provided.",b,comm,20,0.1605721265077591,0.7833186984062195,0.05610911548137665,CONTRADICTION,gen
"

This hotel is ideal for those who seek a peaceful retreat away from the typical tourist areas. The property is positioned on the famous Grand Canal and is just a short distance from the charming Salute Church. From its roof terrace and breakfast room, guests are offered beautiful views of the surroundings. The accommodations were neatly decorated in the classic Venetian style and generous in size. On top of this, the staff was extremely courteous and proficient in English, making for an even more enjoyable stay. Likewise, guests have the option to order a light lunch, served in any of the three aforementioned rooms.","This small hotel is perfect for couples or families, or anyone looking for a quiet place to stay that is away from the hustle and bustle of the tourist areas.",b,a,21,0.9740694165229797,0.007375588174909353,0.01855502277612686,NEUTRAL,gen
"

This hotel is ideal for those who seek a peaceful retreat away from the typical tourist areas. The property is positioned on the famous Grand Canal and is just a short distance from the charming Salute Church. From its roof terrace and breakfast room, guests are offered beautiful views of the surroundings. The accommodations were neatly decorated in the classic Venetian style and generous in size. On top of this, the staff was extremely courteous and proficient in English, making for an even more enjoyable stay. Likewise, guests have the option to order a light lunch, served in any of the three aforementioned rooms.",The hotel is situated on the Grand Canal and close to the Salute Church.,b,a,21,0.9871093034744263,0.002098270459100604,0.010792464949190617,NEUTRAL,gen
"

This hotel is ideal for those who seek a peaceful retreat away from the typical tourist areas. The property is positioned on the famous Grand Canal and is just a short distance from the charming Salute Church. From its roof terrace and breakfast room, guests are offered beautiful views of the surroundings. The accommodations were neatly decorated in the classic Venetian style and generous in size. On top of this, the staff was extremely courteous and proficient in English, making for an even more enjoyable stay. Likewise, guests have the option to order a light lunch, served in any of the three aforementioned rooms.",The view from the hotel's roof terrace and breakfast room is absolutely fantastical.,b,a,21,0.9771337509155273,0.0019895494915544987,0.020876742899417877,NEUTRAL,gen
"

This hotel is ideal for those who seek a peaceful retreat away from the typical tourist areas. The property is positioned on the famous Grand Canal and is just a short distance from the charming Salute Church. From its roof terrace and breakfast room, guests are offered beautiful views of the surroundings. The accommodations were neatly decorated in the classic Venetian style and generous in size. On top of this, the staff was extremely courteous and proficient in English, making for an even more enjoyable stay. Likewise, guests have the option to order a light lunch, served in any of the three aforementioned rooms.",The room was large and featured a Venetian decoration.,b,a,21,0.05777069926261902,0.0010654398938640952,0.9411638975143433,ENTAILMENT,gen
"

This hotel is ideal for those who seek a peaceful retreat away from the typical tourist areas. The property is positioned on the famous Grand Canal and is just a short distance from the charming Salute Church. From its roof terrace and breakfast room, guests are offered beautiful views of the surroundings. The accommodations were neatly decorated in the classic Venetian style and generous in size. On top of this, the staff was extremely courteous and proficient in English, making for an even more enjoyable stay. Likewise, guests have the option to order a light lunch, served in any of the three aforementioned rooms.","The staff at the hotel were polite and helpful, with no problems with the English language.",b,a,21,0.7251977920532227,0.008758598007261753,0.2660435438156128,NEUTRAL,gen
"

This hotel is ideal for those who seek a peaceful retreat away from the typical tourist areas. The property is positioned on the famous Grand Canal and is just a short distance from the charming Salute Church. From its roof terrace and breakfast room, guests are offered beautiful views of the surroundings. The accommodations were neatly decorated in the classic Venetian style and generous in size. On top of this, the staff was extremely courteous and proficient in English, making for an even more enjoyable stay. Likewise, guests have the option to order a light lunch, served in any of the three aforementioned rooms.",There is a simple lunch menu that they don't publicise but you can eat it in the roof terraces or in the breakfast room or in,b,a,21,0.9504497647285461,0.007368798367679119,0.042181357741355896,NEUTRAL,gen
"

This hotel is a great choice for individuals looking for an escape away from the more popular tourist spots. Its location on the well-known Grand Canal only adds to its appeal, as it is very close to the enchanting Salute Church. Its rooftop patio and breakfast room offer wonderful sights of the neighbourhood. The rooms have a traditional Venetian style design, and they are all quite spacious. What's more, the staff is very friendly and many of them are capable of speaking English fluently. Additionally, guests can request lunch to be served in any of the three common rooms.","This small hotel is perfect for couples or families, or anyone looking for a quiet place to stay that is away from the hustle and bustle of the tourist areas.",comm,a,21,0.9798076152801514,0.004841153975576162,0.015351338312029839,NEUTRAL,gen
"

This hotel is a great choice for individuals looking for an escape away from the more popular tourist spots. Its location on the well-known Grand Canal only adds to its appeal, as it is very close to the enchanting Salute Church. Its rooftop patio and breakfast room offer wonderful sights of the neighbourhood. The rooms have a traditional Venetian style design, and they are all quite spacious. What's more, the staff is very friendly and many of them are capable of speaking English fluently. Additionally, guests can request lunch to be served in any of the three common rooms.",The hotel is situated on the Grand Canal and close to the Salute Church.,comm,a,21,0.7484695911407471,0.003655682783573866,0.2478746920824051,NEUTRAL,gen
"

This hotel is a great choice for individuals looking for an escape away from the more popular tourist spots. Its location on the well-known Grand Canal only adds to its appeal, as it is very close to the enchanting Salute Church. Its rooftop patio and breakfast room offer wonderful sights of the neighbourhood. The rooms have a traditional Venetian style design, and they are all quite spacious. What's more, the staff is very friendly and many of them are capable of speaking English fluently. Additionally, guests can request lunch to be served in any of the three common rooms.",The view from the hotel's roof terrace and breakfast room is absolutely fantastical.,comm,a,21,0.9402841925621033,0.0027270601131021976,0.05698878690600395,NEUTRAL,gen
"

This hotel is a great choice for individuals looking for an escape away from the more popular tourist spots. Its location on the well-known Grand Canal only adds to its appeal, as it is very close to the enchanting Salute Church. Its rooftop patio and breakfast room offer wonderful sights of the neighbourhood. The rooms have a traditional Venetian style design, and they are all quite spacious. What's more, the staff is very friendly and many of them are capable of speaking English fluently. Additionally, guests can request lunch to be served in any of the three common rooms.",The room was large and featured a Venetian decoration.,comm,a,21,0.29841703176498413,0.0014936634106561542,0.7000893950462341,ENTAILMENT,gen
"

This hotel is a great choice for individuals looking for an escape away from the more popular tourist spots. Its location on the well-known Grand Canal only adds to its appeal, as it is very close to the enchanting Salute Church. Its rooftop patio and breakfast room offer wonderful sights of the neighbourhood. The rooms have a traditional Venetian style design, and they are all quite spacious. What's more, the staff is very friendly and many of them are capable of speaking English fluently. Additionally, guests can request lunch to be served in any of the three common rooms.","The staff at the hotel were polite and helpful, with no problems with the English language.",comm,a,21,0.7971487045288086,0.005155608989298344,0.19769562780857086,NEUTRAL,gen
"

This hotel is a great choice for individuals looking for an escape away from the more popular tourist spots. Its location on the well-known Grand Canal only adds to its appeal, as it is very close to the enchanting Salute Church. Its rooftop patio and breakfast room offer wonderful sights of the neighbourhood. The rooms have a traditional Venetian style design, and they are all quite spacious. What's more, the staff is very friendly and many of them are capable of speaking English fluently. Additionally, guests can request lunch to be served in any of the three common rooms.",There is a simple lunch menu that they don't publicise but you can eat it in the roof terraces or in the breakfast room or in,comm,a,21,0.9268777370452881,0.008019698783755302,0.06510255485773087,NEUTRAL,gen
"This small hotel is perfect for couples or families, or anyone looking for a quiet place to stay that is away from the hustle and bustle of the tourist areas. The hotel is situated on the Grand Canal and close to the Salute Church. The view from the hotel's roof terrace and breakfast room is absolutely fantastical. The room was large and featured a Venetian decoration. The staff at the hotel were polite and helpful, with no problems with the English language. There is a simple lunch menu that they don't publicise but you can eat it in the roof terraces or in the breakfast room or in","

This hotel is ideal for those who seek a peaceful retreat away from the typical tourist areas.",a,b,21,0.9486954212188721,0.003953475970774889,0.04735105112195015,NEUTRAL,gen
"This small hotel is perfect for couples or families, or anyone looking for a quiet place to stay that is away from the hustle and bustle of the tourist areas. The hotel is situated on the Grand Canal and close to the Salute Church. The view from the hotel's roof terrace and breakfast room is absolutely fantastical. The room was large and featured a Venetian decoration. The staff at the hotel were polite and helpful, with no problems with the English language. There is a simple lunch menu that they don't publicise but you can eat it in the roof terraces or in the breakfast room or in",The property is positioned on the famous Grand Canal and is just a short distance from the charming Salute Church.,a,b,21,0.9932903051376343,0.003320317715406418,0.0033893571235239506,NEUTRAL,gen
"This small hotel is perfect for couples or families, or anyone looking for a quiet place to stay that is away from the hustle and bustle of the tourist areas. The hotel is situated on the Grand Canal and close to the Salute Church. The view from the hotel's roof terrace and breakfast room is absolutely fantastical. The room was large and featured a Venetian decoration. The staff at the hotel were polite and helpful, with no problems with the English language. There is a simple lunch menu that they don't publicise but you can eat it in the roof terraces or in the breakfast room or in","From its roof terrace and breakfast room, guests are offered beautiful views of the surroundings.",a,b,21,0.9923595786094666,0.004132231697440147,0.0035081033129245043,NEUTRAL,gen
"This small hotel is perfect for couples or families, or anyone looking for a quiet place to stay that is away from the hustle and bustle of the tourist areas. The hotel is situated on the Grand Canal and close to the Salute Church. The view from the hotel's roof terrace and breakfast room is absolutely fantastical. The room was large and featured a Venetian decoration. The staff at the hotel were polite and helpful, with no problems with the English language. There is a simple lunch menu that they don't publicise but you can eat it in the roof terraces or in the breakfast room or in",The accommodations were neatly decorated in the classic Venetian style and generous in size.,a,b,21,0.8735498785972595,0.0037223927211016417,0.12272770702838898,NEUTRAL,gen
"This small hotel is perfect for couples or families, or anyone looking for a quiet place to stay that is away from the hustle and bustle of the tourist areas. The hotel is situated on the Grand Canal and close to the Salute Church. The view from the hotel's roof terrace and breakfast room is absolutely fantastical. The room was large and featured a Venetian decoration. The staff at the hotel were polite and helpful, with no problems with the English language. There is a simple lunch menu that they don't publicise but you can eat it in the roof terraces or in the breakfast room or in","On top of this, the staff was extremely courteous and proficient in English, making for an even more enjoyable stay.",a,b,21,0.9857564568519592,0.004341638181358576,0.009901871904730797,NEUTRAL,gen
"This small hotel is perfect for couples or families, or anyone looking for a quiet place to stay that is away from the hustle and bustle of the tourist areas. The hotel is situated on the Grand Canal and close to the Salute Church. The view from the hotel's roof terrace and breakfast room is absolutely fantastical. The room was large and featured a Venetian decoration. The staff at the hotel were polite and helpful, with no problems with the English language. There is a simple lunch menu that they don't publicise but you can eat it in the roof terraces or in the breakfast room or in","Likewise, guests have the option to order a light lunch, served in any of the three aforementioned rooms.",a,b,21,0.9881600141525269,0.0053284005261957645,0.0065115890465676785,NEUTRAL,gen
"

This hotel is a great choice for individuals looking for an escape away from the more popular tourist spots. Its location on the well-known Grand Canal only adds to its appeal, as it is very close to the enchanting Salute Church. Its rooftop patio and breakfast room offer wonderful sights of the neighbourhood. The rooms have a traditional Venetian style design, and they are all quite spacious. What's more, the staff is very friendly and many of them are capable of speaking English fluently. Additionally, guests can request lunch to be served in any of the three common rooms.","

This hotel is ideal for those who seek a peaceful retreat away from the typical tourist areas.",comm,b,21,0.22022967040538788,0.0019379021832719445,0.7778323888778687,ENTAILMENT,gen
"

This hotel is a great choice for individuals looking for an escape away from the more popular tourist spots. Its location on the well-known Grand Canal only adds to its appeal, as it is very close to the enchanting Salute Church. Its rooftop patio and breakfast room offer wonderful sights of the neighbourhood. The rooms have a traditional Venetian style design, and they are all quite spacious. What's more, the staff is very friendly and many of them are capable of speaking English fluently. Additionally, guests can request lunch to be served in any of the three common rooms.",The property is positioned on the famous Grand Canal and is just a short distance from the charming Salute Church.,comm,b,21,0.9832974672317505,0.0028708302415907383,0.013831781223416328,NEUTRAL,gen
"

This hotel is a great choice for individuals looking for an escape away from the more popular tourist spots. Its location on the well-known Grand Canal only adds to its appeal, as it is very close to the enchanting Salute Church. Its rooftop patio and breakfast room offer wonderful sights of the neighbourhood. The rooms have a traditional Venetian style design, and they are all quite spacious. What's more, the staff is very friendly and many of them are capable of speaking English fluently. Additionally, guests can request lunch to be served in any of the three common rooms.","From its roof terrace and breakfast room, guests are offered beautiful views of the surroundings.",comm,b,21,0.9711280465126038,0.0026913268957287073,0.026180613785982132,NEUTRAL,gen
"

This hotel is a great choice for individuals looking for an escape away from the more popular tourist spots. Its location on the well-known Grand Canal only adds to its appeal, as it is very close to the enchanting Salute Church. Its rooftop patio and breakfast room offer wonderful sights of the neighbourhood. The rooms have a traditional Venetian style design, and they are all quite spacious. What's more, the staff is very friendly and many of them are capable of speaking English fluently. Additionally, guests can request lunch to be served in any of the three common rooms.",The accommodations were neatly decorated in the classic Venetian style and generous in size.,comm,b,21,0.7146103382110596,0.0029662444721907377,0.28242334723472595,NEUTRAL,gen
"

This hotel is a great choice for individuals looking for an escape away from the more popular tourist spots. Its location on the well-known Grand Canal only adds to its appeal, as it is very close to the enchanting Salute Church. Its rooftop patio and breakfast room offer wonderful sights of the neighbourhood. The rooms have a traditional Venetian style design, and they are all quite spacious. What's more, the staff is very friendly and many of them are capable of speaking English fluently. Additionally, guests can request lunch to be served in any of the three common rooms.","On top of this, the staff was extremely courteous and proficient in English, making for an even more enjoyable stay.",comm,b,21,0.8460856676101685,0.0029172380454838276,0.150997132062912,NEUTRAL,gen
"

This hotel is a great choice for individuals looking for an escape away from the more popular tourist spots. Its location on the well-known Grand Canal only adds to its appeal, as it is very close to the enchanting Salute Church. Its rooftop patio and breakfast room offer wonderful sights of the neighbourhood. The rooms have a traditional Venetian style design, and they are all quite spacious. What's more, the staff is very friendly and many of them are capable of speaking English fluently. Additionally, guests can request lunch to be served in any of the three common rooms.","Likewise, guests have the option to order a light lunch, served in any of the three aforementioned rooms.",comm,b,21,0.1884588599205017,0.001925486489199102,0.8096156120300293,ENTAILMENT,gen
